0,0
0,1
1,0
1,3
1,6
1,9
1,12
1,15
1,18
1,19
1,20
3,0
3,1
3,2
6,0
7,0
7,1
7,2
8,0
9,0
9,3
9,6
9,7
9,8
10,0
10,3
10,4
11,0
11,1
11,2
12,0
13,0
13,1
13,2
15,0
15,1
15,2
16,0
18,0
18,3
18,4
18,5
19,0
19,1
19,2
