0,0
0,1
0,2
1,0
1,3
1,4
1,5
2,0
2,3
3,0
3,1
3,3
3,4
3,5
4,0
4,3
4,4
5,0
5,1
6,0
6,1
6,3
6,4
7,0
7,1
7,2
8,0
8,3
8,6
8,9
8,12
8,15
8,16
9,0
9,3
10,0
10,1
10,2
11,0
11,1
11,2
12,0
12,3
12,6
12,9
12,12
12,15
12,16
12,18
12,19
12,21
12,22
13,0
13,1
13,2
14,0
14,3
15,0
15,1
15,2
16,0
16,1
16,3
16,4
16,5
17,0
17,3
18,0
18,1
18,2
19,0
19,1
19,2
